,Educational Level,Immigration Status,Gender,Age,str,Name
708,Master level,"{'Origin': 'Georgia-Tbilisi', 'Destination': 'Germany-Berlin', 'Domestic Migration': 0, 'International Migration': 1}",Female,50,"{
  ""Educational Level"": ""Master level"",
  ""Immigration Status"": {
    ""Origin"": ""Georgia-Tbilisi"",
    ""Destination"": ""Germany-Berlin"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Female"",
  ""Age"": ""50""
}",tea-jorjadze
709,College level,"{'Origin': 'USA-Fort Collins', 'Destination': 'USA-Gardena', 'Domestic Migration': 1, 'International Migration': 0}",Male,86,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-Fort Collins"",
    ""Destination"": ""USA-Gardena"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""86""
}",de-wain-valentine
710,PhD level,"{'Origin': 'Saudi Arabia-Al-Baha', 'Destination': 'United Kingdom-Coventry', 'Domestic Migration': 0, 'International Migration': 1}",Not specified,Not specified,"{
  ""Educational Level"": ""PhD level"",
  ""Immigration Status"": {
    ""Origin"": ""Saudi Arabia-Al-Baha"",
    ""Destination"": ""United Kingdom-Coventry"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""Not specified""
}",zahrah-al-ghamdi
711,College level,"{'Origin': 'USA-Santa Barbara', 'Destination': 'USA-Topanga', 'Domestic Migration': 1, 'International Migration': 0}",Female,76,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-Santa Barbara"",
    ""Destination"": ""USA-Topanga"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Female"",
  ""Age"": ""76""
}",mary-corse
712,College level,"{'Origin': 'USA-Long Beach', 'Destination': 'USA-San Diego', 'Domestic Migration': 1, 'International Migration': 0}",Male,95,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-Long Beach"",
    ""Destination"": ""USA-San Diego"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""95""
}",robert-irwin
713,College level,"{'Origin': 'USA-New York', 'Destination': 'USA-New York', 'Domestic Migration': 1, 'International Migration': 0}",Not specified,82,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-New York"",
    ""Destination"": ""USA-New York"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""82""
}",fred-eversley
714,PhD level,"{'Origin': 'USA-Pasadena', 'Destination': 'USA-California', 'Domestic Migration': 1, 'International Migration': 0}",Female,88,"{
  ""Educational Level"": ""PhD level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-Pasadena"",
    ""Destination"": ""USA-California"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Female"",
  ""Age"": ""88""
}",helen-pashgian
715,College level,"{'Origin': 'United States-Ojai, California', 'Destination': 'Mexico-Oaxaca', 'Domestic Migration': 1, 'International Migration': 1}",Not specified,78,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""United States-Ojai, California"",
    ""Destination"": ""Mexico-Oaxaca"",
    ""Domestic Migration"": 1,
    ""International Migration"": 1
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""78""
}",ron-cooper
716,High school level,"{'Origin': 'Portugal-São Mamede de Coronado, Coronado', 'Destination': 'Portugal-Porto', 'Domestic Migration': 1, 'International Migration': 0}",Male,79,"{
  ""Educational Level"": ""High school level"",
  ""Immigration Status"": {
    ""Origin"": ""Portugal-São Mamede de Coronado, Coronado"",
    ""Destination"": ""Portugal-Porto"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""79""
}",alberto-carneiro
717,College level,"{'Origin': 'USA-Lincoln', 'Destination': 'USA-Los Angeles', 'Domestic Migration': 1, 'International Migration': 0}",Not specified,81,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-Lincoln"",
    ""Destination"": ""USA-Los Angeles"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""81""
}",ray-howlett
718,College level,"{'Origin': 'Bulgaria-Gabrovo', 'Destination': 'Morocco-Casablanca', 'Domestic Migration': 0, 'International Migration': 1}",Male,84,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Bulgaria-Gabrovo"",
    ""Destination"": ""Morocco-Casablanca"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""84""
}",christo-and-jeanne-claude
719,College level,"{'Origin': 'USA-Worcester, Massachusetts', 'Destination': 'USA-New York City', 'Domestic Migration': 1, 'International Migration': 0}",Female,75,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-Worcester, Massachusetts"",
    ""Destination"": ""USA-New York City"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Female"",
  ""Age"": ""75""
}",nancy-holt
720,College level,"{'Origin': 'Austria-Pöttsching', 'Destination': 'Austria-Vienna', 'Domestic Migration': 1, 'International Migration': 0}",Not specified,87,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Austria-Pöttsching"",
    ""Destination"": ""Austria-Vienna"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""87""
}",karl-prantl
721,College level,"{'Origin': 'Kenya-Meru', 'Destination': 'Ireland-Dublin', 'Domestic Migration': 0, 'International Migration': 1}",Female,93,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Kenya-Meru"",
    ""Destination"": ""Ireland-Dublin"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Female"",
  ""Age"": ""93""
}",rosemary-karuga
722,College level,"{'Origin': 'USA-New Hampshire', 'Destination': 'USA-Silicon Valley', 'Domestic Migration': 1, 'International Migration': 0}",Female,N/A,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-New Hampshire"",
    ""Destination"": ""USA-Silicon Valley"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Female"",
  ""Age"": ""N/A""
}",gretchen-andrew
723,College level,"{'Origin': 'Monaco', 'Destination': 'France-Paris', 'Domestic Migration': 1, 'International Migration': 0}",Male,55,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Monaco"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""55""
}",michel-blazy
724,Master level,"{'Origin': 'USA-Buffalo', 'Destination': 'USA-Syracuse', 'Domestic Migration': 1, 'International Migration': 0}",Not specified,61,"{
  ""Educational Level"": ""Master level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-Buffalo"",
    ""Destination"": ""USA-Syracuse"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""61""
}",vincent-giarrano
725,College level,"{'Origin': 'Albania-Vlora', 'Destination': 'Italy-Rimini', 'Domestic Migration': 0, 'International Migration': 1}",Not specified,Approximately 61,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Albania-Vlora"",
    ""Destination"": ""Italy-Rimini"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""Approximately 61""
}",agim-sulaj
726,College level,"{'Origin': 'Canada-Sault Ste. Marie', 'Destination': 'Canada-Guelph', 'Domestic Migration': 1, 'International Migration': 0}",Male,67,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Canada-Sault Ste. Marie"",
    ""Destination"": ""Canada-Guelph"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""67""
}",ken-danby
727,College level,"{'Origin': 'UK-London', 'Destination': 'USA-New York City', 'Domestic Migration': 0, 'International Migration': 1}",Male,86,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""UK-London"",
    ""Destination"": ""USA-New York City"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""86""
}",malcolm-morley
728,College level,"{'Origin': 'USA-Kewanee', 'Destination': 'USA-Chicago', 'Domestic Migration': 1, 'International Migration': 0}",Male,89,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-Kewanee"",
    ""Destination"": ""USA-Chicago"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""89""
}",richard-estes
729,College level,"{'Origin': 'Canada-Mount Allison University', 'Destination': 'Scotland-Glasgow School of Art', 'Domestic Migration': 0, 'International Migration': 1}",Female,83,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Canada-Mount Allison University"",
    ""Destination"": ""Scotland-Glasgow School of Art"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Female"",
  ""Age"": ""83""
}",mary-pratt
730,PhD level,"{'Origin': 'USA-Monroe', 'Destination': 'USA-New York City', 'Domestic Migration': 1, 'International Migration': 0}",Male,81,"{
  ""Educational Level"": ""PhD level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-Monroe"",
    ""Destination"": ""USA-New York City"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""81""
}",chuck-close
731,No formal education,"{'Origin': 'USA-Tulsa, Oklahoma', 'Destination': 'USA-New York City', 'Domestic Migration': 1, 'International Migration': 0}",Male,59,"{
  ""Educational Level"": ""No formal education"",
  ""Immigration Status"": {
    ""Origin"": ""USA-Tulsa, Oklahoma"",
    ""Destination"": ""USA-New York City"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""59""
}",charles-bell
732,College level,"{'Origin': 'USA-Cambridge, Massachusetts', 'Destination': 'USA-Poughkeepsie, New York', 'Domestic Migration': 1, 'International Migration': 0}",Female,75,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-Cambridge, Massachusetts"",
    ""Destination"": ""USA-Poughkeepsie, New York"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Female"",
  ""Age"": ""75""
}",catherine-murphy
733,College level,"{'Origin': 'Latvia-Riga', 'Destination': 'United States-New York City', 'Domestic Migration': 0, 'International Migration': 1}",Female,83,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Latvia-Riga"",
    ""Destination"": ""United States-New York City"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Female"",
  ""Age"": ""83""
}",vija-celmins
734,Master level,"{'Origin': 'USA-Minnesota', 'Destination': 'USA-South Florida', 'Domestic Migration': 1, 'International Migration': 0}",Male,70,"{
  ""Educational Level"": ""Master level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-Minnesota"",
    ""Destination"": ""USA-South Florida"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""70""
}",duane-hanson
735,College level,"{'Origin': 'USA-Blair, Nebraska', 'Destination': 'USA-Omaha, Nebraska', 'Domestic Migration': 1, 'International Migration': 0}",Male,56,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-Blair, Nebraska"",
    ""Destination"": ""USA-Omaha, Nebraska"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""56""
}",kent-bellows
736,College level,"{'Origin': 'USA-Brooklyn', 'Destination': 'USA-Los Angeles', 'Domestic Migration': 1, 'International Migration': 0}",Not specified,86,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-Brooklyn"",
    ""Destination"": ""USA-Los Angeles"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""86""
}",robert-cottingham
737,Master level,"{'Origin': 'USA-Indiana', 'Destination': 'USA-Minnesota', 'Domestic Migration': 1, 'International Migration': 0}",Not specified,77,"{
  ""Educational Level"": ""Master level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-Indiana"",
    ""Destination"": ""USA-Minnesota"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""77""
}",john-stuart-ingle
738,Master level,"{'Origin': 'USA-Kennett, Missouri', 'Destination': 'USA-Oxford, Mississippi', 'Domestic Migration': 1, 'International Migration': 0}",Not specified,71,"{
  ""Educational Level"": ""Master level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-Kennett, Missouri"",
    ""Destination"": ""USA-Oxford, Mississippi"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""71""
}",glennray-tutor
739,College level,"{'Origin': 'Chile-Valparaiso', 'Destination': 'Morocco-Tangier', 'Domestic Migration': 0, 'International Migration': 1}",Male,74,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Chile-Valparaiso"",
    ""Destination"": ""Morocco-Tangier"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""74""
}",claudio-bravo
740,College level,"{'Origin': 'USA-Chicago, IL', 'Destination': 'USA-Brooklyn, NY', 'Domestic Migration': 1, 'International Migration': 0}",Not specified,64,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-Chicago, IL"",
    ""Destination"": ""USA-Brooklyn, NY"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""64""
}",dan-witz
741,Master level,"{'Origin': 'USA-New York', 'Destination': 'USA-New York', 'Domestic Migration': 1, 'International Migration': 0}",Male,77,"{
  ""Educational Level"": ""Master level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-New York"",
    ""Destination"": ""USA-New York"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""77""
}",denis-peterson
742,College level,"{'Origin': 'USA-Oak Park', 'Destination': 'USA-Manhattan Beach', 'Domestic Migration': 1, 'International Migration': 0}",Male,76,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-Oak Park"",
    ""Destination"": ""USA-Manhattan Beach"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""76""
}",david-ligare
743,Master level,"{'Origin': 'USA-Boston', 'Destination': 'USA-Bermuda', 'Domestic Migration': 0, 'International Migration': 1}",Female,86,"{
  ""Educational Level"": ""Master level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-Boston"",
    ""Destination"": ""USA-Bermuda"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Female"",
  ""Age"": ""86""
}",janet-fish
744,College level,"{'Origin': 'United States-Bay City', 'Destination': 'United States-Detroit', 'Domestic Migration': 1, 'International Migration': 0}",Male,70,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""United States-Bay City"",
    ""Destination"": ""United States-Detroit"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""70""
}",rolf-amstrong
745,College level,"{'Origin': 'USA-Vermont', 'Destination': 'USA-New Hampshire', 'Domestic Migration': 1, 'International Migration': 0}",Male,75,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-Vermont"",
    ""Destination"": ""USA-New Hampshire"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""75""
}",richard-whitney
